entity,filing_date,industry_group_sec,state_or_country,year_of_incorporation,total_offering_usd,total_sold_usd,n_investors,mega_raise_100m,likely_nonstartup_category,likely_operating_company_context
"OPX2025 xAI, a Series of Opulentia Ventures X LLC",26-JUN-2026,Investing,VA,2025.0,1600000.0,1600000,10,False,True,False
"Surgery Center of Wasilla, LLC",26-JUN-2026,Other Health Care,AK,,406093.0,406093,1,False,False,True
Investing Wolf LLC,26-JUN-2026,Investing,MT,2025.0,,16000000,50,False,True,False
Skybox Sports LLC,26-JUN-2026,Other,TX,2024.0,50000.0,50000,1,False,False,True
"WitFoo, Inc.",26-JUN-2026,Computers,GA,,378749.0,378749,10,False,False,True
Tiger Gold Corp.,26-JUN-2026,Other,A1,,11747031.0,712134,13,False,False,True
"Datum Technology, Inc.",26-JUN-2026,Other Technology,NY,2023.0,575000.0,575000,19,False,False,True
"VERTICAL HOLDINGS, LLC/DE",26-JUN-2026,Other,DE,2026.0,,226500,10,False,False,True
3200 W Diamond LLC,26-JUN-2026,Other Real Estate,AZ,2026.0,1625000.0,1625000,9,False,True,False
Grey Matters Health Inc.,26-JUN-2026,Other Health Care,A1,,71200.0,28500,1,False,False,True
"LaserMotive, Inc.",26-JUN-2026,Other,WA,,10000000.0,7729595,43,False,False,True
Luxonis Holding Corp,26-JUN-2026,Other,CO,,14000000.0,14000000,2,False,False,True
VC Equity Fund 1 LLC,26-JUN-2026,Residential,FL,2025.0,20000000.0,0,0,False,True,False
"Five & Dime SPV, LLC",26-JUN-2026,Other,WI,2023.0,,0,0,False,False,True
"Rapalogix Health, Inc.",26-JUN-2026,Biotechnology,CA,2023.0,24999999.0,19112746,28,False,False,True
"BLUE BIOFUELS, INC.",26-JUN-2026,Other Energy,FL,,587000.0,587000,11,False,False,True
Geomorphic AI,26-JUN-2026,Other,NV,2026.0,428000.0,338000,5,False,False,True
Echo Ltd.,25-JUN-2026,Other,A0,,7580.0,7580,7,False,False,True
Falkbuilt Ltd.,25-JUN-2026,Other,A0,,1508417.0,1508417,7,False,False,True
SVCV Group Inc,25-JUN-2026,Other Banking and Financial Services,NY,2024.0,2000000.0,500000,0,False,True,False
"Homewood Club, LLC",25-JUN-2026,Other,CA,2021.0,,0,0,False,False,True
Helicon Industries Inc.,25-JUN-2026,Other,CA,2026.0,16360001.0,14008492,11,False,False,True
REGENTIS BIOMATERIALS LTD.,25-JUN-2026,Biotechnology,L3,,6500000.0,6500000,22,False,False,True
"NEONC TECHNOLOGIES HOLDINGS, INC.",25-JUN-2026,Biotechnology,CA,2023.0,5000000.0,5000000,2,False,False,True
"Nampa Interchange Park 2, LP",25-JUN-2026,Commercial,WA,2026.0,6180000.0,6180000,27,False,True,False
"Driftwood Hotel Income I, DST",25-JUN-2026,Other Real Estate,FL,2026.0,23975543.0,4862787,1,False,True,False
Rock Funding LLC,25-JUN-2026,Other,SC,2025.0,10000000.0,65000,3,False,False,True
"Corista, LLC",25-JUN-2026,Other Technology,MA,,10080000.0,50000,1,False,False,True
Nexeo Health LLC,25-JUN-2026,Other Health Care,SC,2026.0,500000.0,50000,1,False,False,True
"TFC Desert Color, LLC",25-JUN-2026,Commercial,UT,2025.0,350000.0,350000,4,False,True,False
"Capitano Strategic Energy, Limited Partnership",25-JUN-2026,Oil and Gas,NC,2026.0,4500000.0,0,0,False,False,True
"LineSlip Solutions, Inc.",25-JUN-2026,Other Technology,NY,,7757491.0,7341477,26,False,False,True
Serrano Creek LLC,25-JUN-2026,Residential,TX,2026.0,5000000.0,0,0,False,True,False
"FCTG US Invesco, Inc.",25-JUN-2026,Other,OR,,4816000.0,4816000,161,False,False,True
"Sprout Properties III, LP",25-JUN-2026,Residential,TX,,10000000.0,200000,1,False,True,False
IceCure Medical Ltd.,25-JUN-2026,Biotechnology,L3,,16500000.0,16500000,1,False,False,True
"Forest City Trading Group, LLC",25-JUN-2026,Other,OR,,8248696.0,8248696,19,False,False,True
"Applause Technology, Inc. / DE",25-JUN-2026,Other,UT,2022.0,11999917.0,6999938,3,False,False,True
ESC Carriage Park LLC,25-JUN-2026,Other Real Estate,CA,2026.0,2500000.0,2500000,28,False,True,False
"Zuma Internet, Inc.",25-JUN-2026,Other,GA,2025.0,150000.0,25000,2,False,False,True
gatherwisely Inc.,25-JUN-2026,Business Services,ME,2025.0,245000.0,245000,9,False,False,True
"Madison GS Storage Fund, LLC",25-JUN-2026,Commercial,NC,2026.0,18000000.0,14610000,79,False,True,False
ZRP Commerce Centre LLC,25-JUN-2026,Commercial,SC,2026.0,3000000.0,3000000,21,False,True,False
American Metal Inc,25-JUN-2026,Other,TX,2025.0,,82188,2,False,False,True
"Firebird Music Holdings, LLC",25-JUN-2026,Other,TN,,71216686.0,71216686,10,False,False,True
"State Bankshares, Inc.",25-JUN-2026,Commercial Banking,ND,,,2883000,22,False,True,False
"Home at Orange OZ, LLC",25-JUN-2026,Residential,DE,2026.0,10000000.0,200000,1,False,True,False
"Lycia Therapeutics, Inc.",25-JUN-2026,Biotechnology,CA,,75000000.0,75000000,16,False,False,True
Juro Financial Inc,25-JUN-2026,Other,WY,2024.0,1.0,0,0,False,False,True
Elite Talent Sports Management Agency & Investment Group LLC,25-JUN-2026,Business Services,GA,2023.0,25000000.0,25000000,1,False,False,True
"Sweet Chemistry, Inc.",25-JUN-2026,Retailing,NY,2023.0,1597995.0,1597995,5,False,False,True
Juro Financial Inc,25-JUN-2026,Other,WY,2024.0,1.0,0,0,False,False,True
"Prime Special Risk Holding Company, LLC",25-JUN-2026,Insurance,UT,2023.0,975000000.0,2000000,5,False,True,False
A2 Gold Corp.,25-JUN-2026,Other,A1,,194721.0,194721,35,False,False,True
ARCTRUST Note Fund-1 LLC,25-JUN-2026,REITS and Finance,NJ,2025.0,25000000.0,0,0,False,True,False
TCD 272 Tri-Market Industrial Investment II LP,25-JUN-2026,Commercial,MA,2026.0,3000000.0,1185000,10,False,True,False
"CoLabs QOF, LLC",25-JUN-2026,Other Technology,FL,,4000000.0,198700,1,False,False,True
TCD 272 Tri-Market Industrial Investment LP III,25-JUN-2026,Commercial,MA,2026.0,2000000.0,1000000,1,False,True,False
ORKVEX LTD,25-JUN-2026,Other Banking and Financial Services,CO,,,100000000,10000,True,True,False
EB5 NCE Eagle Point LP,25-JUN-2026,Other Real Estate,CA,2024.0,12800000.0,3200000,4,False,True,False
New Club Investment. LLC,25-JUN-2026,Other,OH,2023.0,1470000.0,1284000,15,False,False,True
"Golden Waves Grain, LLC",25-JUN-2026,Agriculture,KS,2022.0,15000000.0,6300000,58,False,False,True
"Golden Waves Grain, LLC",25-JUN-2026,Agriculture,KS,2022.0,65000000.0,3300000,25,False,False,True
Copa Fund 1 LLC,25-JUN-2026,REITS and Finance,AZ,2023.0,150000000.0,54221993,93,False,True,False
"ClearPrice Networks, Inc.",25-JUN-2026,Other,CA,,3000000.0,250000,1,False,False,True
TCD 272 Tri-Market Industrial Investment LP,25-JUN-2026,Commercial,MA,2026.0,9355000.0,7900000,37,False,True,False
VulNow B.V.,25-JUN-2026,Computers,P7,2026.0,568350.0,73886,0,False,False,True
"Series 5-3, a series of StartEngine Private LLC",25-JUN-2026,Other,CA,2025.0,717500.0,542800,17,False,False,True
SoNa Lofts II OZ Fund LLC,25-JUN-2026,Residential,WI,2026.0,9700000.0,9700000,48,False,True,False
FlowState Analytics Inc.,25-JUN-2026,Other Technology,IN,2026.0,450000.0,95000,2,False,False,True
"TCIF Casper, LLC",25-JUN-2026,Commercial,OK,2026.0,3000000.0,0,0,False,True,False
Buligo Fund VI INDIV LP,25-JUN-2026,Commercial,DE,2025.0,,2605000,7,False,True,False
"Grove Lynnwood, LLC",25-JUN-2026,Other Real Estate,WA,2026.0,5500000.0,1320000,11,False,True,False
"Acumino, Inc.",25-JUN-2026,Other Technology,MA,2021.0,11677991.0,11677991,6,False,False,True
6907 Whitsett Avenue LLC,25-JUN-2026,Residential,CA,2026.0,1650000.0,1250000,6,False,True,False
"South Dakota Owners Insurance Agency, Inc.",25-JUN-2026,Other,NE,2026.0,20000000.0,0,0,False,False,True
"Scenic Hill Solar LI, LLC",25-JUN-2026,Other Energy,AR,2024.0,2000000.0,2000000,1,False,False,True
College Health TV Inc.,25-JUN-2026,Other Technology,NC,2026.0,250000.0,125000,1,False,False,True
"Scenic Hill Solar L, LLC",25-JUN-2026,Other Energy,AR,2023.0,925000.0,925000,1,False,False,True
"RE-OPS, Inc.",25-JUN-2026,Business Services,TX,2022.0,5000000.0,2440000,2,False,False,True
Smart Process Soluions Inc.,25-JUN-2026,Other Technology,CA,2026.0,1000000.0,100000,1,False,False,True
"Rose Peak Holdings, LLC",25-JUN-2026,Other,UT,2026.0,2000000.0,2000000,16,False,False,True
Qivurn Data Centers Inc.,25-JUN-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"Thrive Therapies Group, Inc.",25-JUN-2026,Other Health Care,TN,2023.0,6999520.0,1867689,3,False,False,True
"ACES Diagnostics, Inc.",25-JUN-2026,Other,AZ,2024.0,3000000.0,400000,2,False,False,True
FC Group Holdings Corp,25-JUN-2026,Other Technology,NY,2026.0,71806054.0,71806054,1,False,False,True
"Olney DCC Investors, LLC",25-JUN-2026,Residential,TX,2026.0,300000.0,225000,8,False,True,False
EYECHEQ INC.,25-JUN-2026,Other Health Care,FL,2021.0,11452000.0,9952000,56,False,False,True
"Wayland DCC Investors, LLC",25-JUN-2026,Residential,TX,2026.0,300000.0,210000,5,False,True,False
"ACES Diagnostics, Inc.",25-JUN-2026,Other,AZ,2024.0,3600000.0,3600000,27,False,False,True
GameRun Inc.,25-JUN-2026,Other Technology,NY,2024.0,,4520000,7,False,False,True
"FieldChief, Inc.",25-JUN-2026,Other Technology,FL,2026.0,400000.0,150000,3,False,False,True
LoanEdge Fund I LLC,25-JUN-2026,Other Real Estate,CA,2025.0,25000000.0,1451000,12,False,True,False
FMSMN LTD,25-JUN-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"FRED-Pleasant Prairie Two, LLC",25-JUN-2026,Commercial,WI,2026.0,10270000.0,0,0,False,True,False
CALIBER HOLDINGS INC.,25-JUN-2026,Other,TX,,,0,0,False,False,True
2000 HXR LLC,25-JUN-2026,Commercial,MN,2026.0,3750000.0,0,0,False,True,False
Fan Label LLC,25-JUN-2026,Other,MI,,1650000.0,1650000,1,False,False,True
TopCar Media LLC,25-JUN-2026,Other,MI,2026.0,250000.0,210000,5,False,False,True
Adam's & Eve's Health Inc.,25-JUN-2026,Other Technology,DE,2026.0,1000000.0,100000,1,False,False,True
World Card Ltd,25-JUN-2026,Investing,WY,2026.0,100000000.0,0,0,False,True,False
"Hall Myrtle Beach Hotel Fund IX, LP",25-JUN-2026,REITS and Finance,TX,2026.0,44800000.0,44800000,0,False,True,False
Housing Trust Silicon Valley,25-JUN-2026,Other Banking and Financial Services,CA,,120000000.0,1185000,3,False,True,False
"MRES Heather Ridge Holdings, LLC",25-JUN-2026,Residential,NE,2026.0,12500000.0,11210000,68,False,True,False
"Post Santa Lucia Partners C2, LLC",25-JUN-2026,Investing,CA,2026.0,411000.0,411000,4,False,True,False
TopKid Entertainment U.S. LLC,25-JUN-2026,Other,FL,2024.0,15000000.0,0,0,False,False,True
"FCG Management Aggregator, L.P.",25-JUN-2026,Other,NY,2026.0,,102272507,133,True,False,True
"Call4USA, LLC",25-JUN-2026,Telecommunications,CA,,6000000.0,391000,14,False,False,True
Hines 800 S Hover Multifamily LLC,25-JUN-2026,Residential,TX,2025.0,41512242.0,29467950,210,False,True,False
Sky 18 Capital LLC,25-JUN-2026,Other Real Estate,FL,,100000000.0,0,0,False,True,False
"FinCo Services, Inc.",25-JUN-2026,Other Technology,NY,,97074807.0,67074807,18,False,False,True
"Chickadee Biomedicines, Inc.",25-JUN-2026,Biotechnology,MA,2025.0,1000000.0,150000,1,False,False,True
"Serinity, Inc",25-JUN-2026,Other Technology,CA,2026.0,8000000.0,500000,3,False,False,True
NxtLevel NIL Inc,25-JUN-2026,Other,CO,2026.0,125000.0,25000,3,False,False,True
"Redo Tech, Inc.",25-JUN-2026,Other Technology,UT,2022.0,29999951.0,25999968,2,False,False,True
"AC BlackPoint Holdings, LLC",25-JUN-2026,Other Technology,MO,2024.0,16318464.0,16318464,19,False,False,True
"Exactics, Inc.",25-JUN-2026,Biotechnology,IL,2025.0,1500000.0,855000,11,False,False,True
NLC Financial Service HQ DST,25-JUN-2026,Other Real Estate,NH,2026.0,137692566.0,92234640,36,False,True,False
MedServ Marketplace Inc.,25-JUN-2026,Other Technology,WA,2025.0,250000.0,75000,2,False,False,True
"Pure Simple Foods, LLC",24-JUN-2026,Other,CA,2021.0,2300000.0,602697,12,False,False,True
"Dravite Therapeutics, Inc.",24-JUN-2026,Other,CA,2025.0,14983333.0,14983333,8,False,False,True
"Berman Medical, Inc.",24-JUN-2026,Other Health Care,CA,2024.0,607000.0,607000,14,False,False,True
"Post Santa Lucia Partners C1, LLC",24-JUN-2026,Investing,CA,2026.0,929000.0,929000,13,False,True,False
"Goose Holdings, Inc.",24-JUN-2026,Other Technology,IL,2021.0,19000000.0,19000000,10,False,False,True
"Quanta Therapeutics, Inc.",24-JUN-2026,Biotechnology,CA,,89098282.0,76192272,17,False,False,True
Consensus NLP Inc.,24-JUN-2026,Other Technology,MA,2021.0,29714970.0,29714970,16,False,False,True
Highwater Wealth Management LLC\DE,24-JUN-2026,Computers,CA,2023.0,,35000,1,False,False,True
"Refocus Marketplace, Inc.",24-JUN-2026,Retailing,TX,2024.0,500000.0,330941,5,False,False,True
W. Paulding Field Development Joint Venture,24-JUN-2026,Oil and Gas,TX,2026.0,3360000.0,3360000,20,False,False,True
"Steelhead Composites, Inc.",24-JUN-2026,Other,CO,,750000.0,750000,1,False,False,True
Choice AI Inc.,24-JUN-2026,Other Technology,CA,2024.0,21718783.0,18694940,22,False,False,True
Jamestown Fund LLC,24-JUN-2026,Commercial,DE,2026.0,4500000.0,0,0,False,True,False
"TalnFlo, Inc.",24-JUN-2026,Other Technology,KY,2025.0,350000.0,80000,7,False,False,True
"Waterloo Trails Holdings, LP",24-JUN-2026,Residential,TX,2025.0,8750000.0,4576625,24,False,True,False
"Long Angle, Inc.",24-JUN-2026,Other Technology,DE,,7200011.0,7049591,15,False,False,True
"Long Angle Management, LLC",24-JUN-2026,Other Banking and Financial Services,DE,2023.0,4800000.0,4699709,15,False,True,False
"GrayBul Augusta, LP",24-JUN-2026,Residential,SC,2026.0,19684574.0,19684574,46,False,True,False
"NexMetro Communities, LLC",24-JUN-2026,Residential,AZ,,25000000.0,9647269,16,False,True,False
"CoreMap, Inc.",24-JUN-2026,Other Technology,MA,,45000000.0,35509826,73,False,False,True
"Beep, Inc.",24-JUN-2026,Other Technology,FL,,20000037.0,7122879,21,False,False,True
"Capital Square Apartment REIT, Inc.",24-JUN-2026,REITS and Finance,VA,,50000000.0,29708794,130,False,True,False
"Ollin Biosciences, Inc.",24-JUN-2026,Biotechnology,TX,2022.0,330000000.0,156249990,32,True,False,True
"CS1031 Colony at Centerpointe Apartments, DST",24-JUN-2026,Commercial,VA,2026.0,42950000.0,0,0,False,True,False
"Ploy, Inc.",24-JUN-2026,Other Technology,CA,2025.0,26571989.0,26571989,11,False,False,True
"Nomos AI, Inc.",24-JUN-2026,Other Technology,NY,2022.0,119999209.0,119999209,19,True,False,True
QuickSecure Inc.,24-JUN-2026,Other Technology,NY,2025.0,3162499.0,3162499,25,False,False,True
2nd Brain Inc.,24-JUN-2026,Other Technology,MI,2026.0,1000000.0,400000,7,False,False,True
"Bash Capital1, Inc.",24-JUN-2026,Business Services,IL,2025.0,2500000.0,1909910,18,False,False,True
"USPD Hamburg Self Storage Development, LLC",24-JUN-2026,Construction,TX,2025.0,5137992.0,50000,0,False,False,True
"Investor First Fund, LLC",24-JUN-2026,REITS and Finance,TX,2026.0,50000000.0,0,0,False,True,False
"TETmedical, Inc.",24-JUN-2026,Biotechnology,NJ,2021.0,9812108.0,3533611,45,False,False,True
"Commonwealth Capital, LLC/PA",24-JUN-2026,Other Banking and Financial Services,PA,,2500000.0,2000000,6,False,True,False
"Bluejack Fire Holdings, LLC",24-JUN-2026,Other,MO,2024.0,300000.0,300000,1,False,False,True
Cultivo Land PBC,24-JUN-2026,Other,CA,,19000000.0,16000000,12,False,False,True
Southeastern Fiber Corp,24-JUN-2026,Agriculture,NC,2022.0,4500000.0,0,0,False,False,True
"Athena Sports Holdings, LLC",24-JUN-2026,Retailing,PA,2024.0,440000.0,440000,11,False,False,True
USEDC Opportunity Zone IV LP,24-JUN-2026,Oil and Gas,TX,2026.0,100000000.0,300000,0,False,False,True
"Solar Simplified, LLC",24-JUN-2026,Retailing,IL,,1500000.0,1500000,1,False,False,True
"MDS 2026-Shale Development, LP",24-JUN-2026,Oil and Gas,PA,2025.0,200000000.0,39181985,291,False,False,True
Institutional Drilling Fund III LP,24-JUN-2026,Oil and Gas,TX,2026.0,250000000.0,100000,0,False,False,True
USEDC 2026 Drilling Fund 1 LP,24-JUN-2026,Oil and Gas,TX,2026.0,250000000.0,2850000,0,False,False,True
YUTIDETX INC.,24-JUN-2026,Biotechnology,VA,2025.0,375000.0,375000,2,False,False,True
RWA-USA-1 LLC,24-JUN-2026,Residential,CA,2026.0,18000000.0,0,0,False,True,False
"jfish, Inc.",24-JUN-2026,Other Technology,UT,2025.0,650000.0,67500,4,False,False,True
"Brooklyn Dumpling Parent Holdings, Inc.",24-JUN-2026,Other,NJ,2023.0,150000.0,150000,3,False,False,True
"Series 61-1, a series of StartEngine Private LLC",24-JUN-2026,Other,CA,2025.0,833350.0,20000,2,False,False,True
"Trillium Renewable Chemicals, Inc.",24-JUN-2026,Other,TN,,16004714.0,16004714,2,False,False,True
CS1031 Texas Active Living Portfolio II DST,24-JUN-2026,Commercial,VA,2026.0,32700000.0,0,0,False,True,False
Afthonea Inc,24-JUN-2026,Other Technology,MA,2026.0,1000000.0,50000,1,False,False,True
Falcon Peak Capital LLC Series SpaceX 2026,24-JUN-2026,Other Banking and Financial Services,CA,2021.0,1749942.0,1749942,14,False,True,False
"Clever Capital Fund, LLC",24-JUN-2026,Investing,AZ,2024.0,50000000.0,2525000,10,False,True,False
"Cruisebound, Inc.",24-JUN-2026,Other Travel,NY,,9999981.0,5755451,25,False,False,True
RWA-USA-1 LLC,24-JUN-2026,Residential,CA,2026.0,18000000.0,0,0,False,True,False
"EB5 United Park City, LLC",24-JUN-2026,Other Real Estate,OR,2025.0,524800000.0,8800000,11,False,True,False
"AquaPoro Technologies, Inc.",24-JUN-2026,Other Technology,CA,2024.0,6328978.0,6328978,19,False,False,True
"Hourglass Digital Group, Inc.",24-JUN-2026,Other Technology,NY,2021.0,10000000.0,10000000,1,False,False,True
Dozee Inc.,24-JUN-2026,Other Health Care,TX,2023.0,700000.0,700000,1,False,False,True
Nabu Optical Systems Inc.,24-JUN-2026,Other Technology,OH,2022.0,1000000.0,370000,3,False,False,True
Turbo Parent Partnership LP,24-JUN-2026,Business Services,NY,2024.0,,0,0,False,False,True
Bamboo Creative Solutions LLC,24-JUN-2026,Other Technology,FL,2022.0,5750000.0,2500000,3,False,False,True
Sky Holdco Corp,24-JUN-2026,Other,NY,,1081629.0,0,0,False,False,True
Topdrawer International Corp.,24-JUN-2026,Retailing,MA,2025.0,5000000.0,1000000,1,False,False,True
River Wood Jackson LLC,24-JUN-2026,Lodging and Conventions,ME,2026.0,2000000.0,615402,3,False,False,True
"Argute Group, Inc.",24-JUN-2026,Other Technology,TX,2026.0,100000.0,100000,0,False,False,True
"SleepRes, Inc.",24-JUN-2026,Other Health Care,TN,2022.0,6000000.0,0,0,False,False,True
WEBULL MARKETS LTD.,24-JUN-2026,Investing,NY,,100000000.0,0,0,False,True,False
Pocha Noodle Co Inc,24-JUN-2026,Retailing,CA,2023.0,526259.0,526259,2,False,False,True
"Boston Interactome, Inc.",24-JUN-2026,Biotechnology,MA,2025.0,1500000.0,500000,1,False,False,True
Megneon LLC,24-JUN-2026,Other Energy,FL,2026.0,300000.0,0,0,False,False,True
Disclosure Media Inc,24-JUN-2026,Retailing,CO,2025.0,200000.0,100000,1,False,False,True
JA Landcraft LP,24-JUN-2026,Commercial,ID,2026.0,670000.0,0,0,False,True,False
APEX CRITICAL METALS CORP.,24-JUN-2026,Other,A1,,2403642.0,2403642,3,False,False,True
Araknode Inc,24-JUN-2026,Manufacturing,DC,2025.0,25000.0,25000,1,False,False,True
"Ascend Capital Lending, LLC",24-JUN-2026,Other Banking and Financial Services,CA,2025.0,25000000.0,0,0,False,True,False
Loopdin Inc.,24-JUN-2026,Other Technology,PA,2025.0,,233000,1,False,False,True
SPC Bluestone LLC,24-JUN-2026,Residential,MN,2026.0,5636522.0,5636522,91,False,True,False
Sand Dollar Funding LLC/WA,24-JUN-2026,Other,WA,2021.0,30000000.0,24009000,59,False,False,True
Bomex Aero LLC,24-JUN-2026,Retailing,CA,2026.0,400000.0,25000,2,False,False,True
Solidion Technology Inc.,23-JUN-2026,Manufacturing,TX,,34995000.0,34995000,2,False,False,True
"OPEN DOORS PARTNERS, LLC",23-JUN-2026,Other,CA,,13734180.0,13734180,63,False,False,True
Reclaim Corp.,23-JUN-2026,Other Technology,WA,2022.0,4145003.0,3145001,2,False,False,True
Zoe Diagnostics Inc,23-JUN-2026,Other,MI,2026.0,500000.0,500000,1,False,False,True
"Oakworth Capital, Inc.",23-JUN-2026,Commercial Banking,AL,,19999980.0,3273774,12,False,True,False
"ODIN Labs, Inc.",23-JUN-2026,Other Technology,NY,,6500000.0,3250000,2,False,False,True
"IngeniousIO, Inc.",23-JUN-2026,Other Technology,DE,,5000000.0,4750000,16,False,False,True
Luminate Capital Corp.,23-JUN-2026,Commercial Banking,MN,2021.0,2520000.0,2515940,36,False,True,False
"Narratize, Inc.",23-JUN-2026,Other Technology,KY,2022.0,5000000.0,3797558,13,False,False,True
"OPEN DOORS PARTNERS, LLC",23-JUN-2026,Other,CA,,2252500.0,2252500,41,False,False,True
HS HOHE LLC,23-JUN-2026,Restaurants,TX,2025.0,,0,0,False,False,True
"KB Northbrook, DST",23-JUN-2026,Commercial,NV,2024.0,35590000.0,24805000,20,False,True,False
Hadron Group Inc.,23-JUN-2026,Other Technology,NY,2026.0,30000000.0,22180000,14,False,False,True
"Kingsbarn Acquisition & Development Fund, LLC",23-JUN-2026,Commercial,NV,2024.0,100000000.0,49899354,100,False,True,False
Fillmore Micro-Core Properties LLC,23-JUN-2026,Other Real Estate,OH,2023.0,5000000.0,5000000,1,False,True,False
"USPD Hamburg Self Storage Development, LLC",23-JUN-2026,Construction,TX,2025.0,5137992.0,100000,0,False,False,True
